Date,Open,High,Low,Close,Adj Close,Volume,RSI,Middle Band,Upper Band,Lower Band,touch_upper,touch_lower,Long Entry,Long Exit,Short Entry,Short Exit,Long Profit,Short Profit,Balance
2018-01-02,52.6510009765625,53.79899978637695,52.6510009765625,53.660499572753906,53.660499572753906,31766000,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-03,53.69649887084961,54.80500030517578,53.67150115966797,54.57600021362305,54.57600021362305,31318000,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-04,54.85449981689453,55.20399856567383,54.7130012512207,54.78799819946289,54.78799819946289,26052000,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-05,55.17250061035156,55.67900085449219,55.09000015258789,55.51449966430664,55.51449966430664,30250000,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-08,55.54999923706055,55.95800018310547,55.5,55.71049880981445,55.71049880981445,24644000,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-09,55.922000885009766,55.922000885009766,55.40999984741211,55.63949966430664,55.63949966430664,26808000,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-10,55.349998474121094,55.638999938964844,55.19900131225586,55.50699996948242,55.50699996948242,20734000,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-11,55.615501403808594,55.74250030517578,55.32400131225586,55.602500915527344,55.602500915527344,22424000,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-12,55.505001068115234,56.564998626708984,55.4005012512207,56.532501220703125,56.532501220703125,38586000,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-16,57.015499114990234,57.444000244140625,56.33300018310547,56.53499984741211,56.53499984741211,36462000,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-17,56.81800079345703,56.965999603271484,56.17449951171875,56.95500183105469,56.95500183105469,27830000,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-18,56.967498779296875,57.02949905395508,56.222999572753906,56.798500061035156,56.798500061035156,27498000,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-19,56.9015007019043,57.18899917602539,56.625,57.17499923706055,57.17499923706055,30552000,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-22,57.191001892089844,58.34400177001953,57.090999603271484,58.20800018310547,58.20800018310547,29550000,,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-23,58.53099822998047,58.925498962402344,58.36249923706055,58.80849838256836,58.80849838256836,39138000,93.86502030539681,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-24,59.249000549316406,59.352500915527344,58.369998931884766,58.56449890136719,58.56449890136719,37128000,88.37678778415702,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-25,59.035499572753906,59.25,58.59199905395508,59.106998443603516,59.106998443603516,29984000,89.0718283904008,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-26,59.37649917602539,59.37799835205078,58.4015007019043,59.37799835205078,59.37799835205078,42170000,88.09030413031427,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-29,59.400001525878906,59.900001525878906,59.202999114990234,59.32400131225586,59.32400131225586,31494000,86.65183967659209,,,,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-30,58.88600158691406,59.39649963378906,58.72549819946289,58.868499755859375,58.868499755859375,37338000,80.38201535785585,56.86264972686767,60.36057206763756,53.36472738609778,False,False,False,False,False,False,0.0,0.0,0.0
2018-01-31,59.19049835205078,59.316001892089844,58.60499954223633,59.111000061035156,59.111000061035156,36022000,83.22271601673572,57.13517475128174,60.42581072154625,53.84453878101723,False,False,False,False,False,False,0.0,0.0,0.0
